id,evidence_quality,evidence_quality_raw,evidence_quality_source,evidence_quality_reason,context_hit,token_confidence
13635,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13636,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13637,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13638,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13639,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13640,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13641,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13642,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13643,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13644,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13645,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13646,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13647,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13648,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13649,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13650,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13651,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13652,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13653,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13654,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13655,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13656,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13657,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13658,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13659,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13660,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13661,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13662,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13663,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13664,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13665,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13666,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13667,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13668,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13669,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13670,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13671,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13672,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13673,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13674,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13675,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13676,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13677,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13678,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13679,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13680,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13681,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13682,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13683,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13684,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13685,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13686,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13687,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13688,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13689,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13690,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13691,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13692,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13693,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13694,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13695,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13696,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13697,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13698,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13699,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13700,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13701,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13702,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13703,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13704,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13705,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13706,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13707,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13708,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13709,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13710,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13711,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13712,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13713,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13714,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13715,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13716,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13717,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13718,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13719,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13720,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13721,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13722,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13723,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13724,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13725,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13726,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13727,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13728,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13729,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13730,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13731,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13732,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13733,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13734,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13735,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13736,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13737,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13738,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13739,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13740,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13741,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13742,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13743,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13744,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13745,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13746,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13747,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13748,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13749,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13750,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13751,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13752,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13753,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13754,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13755,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13756,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13757,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13758,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13759,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13760,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13761,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13762,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13763,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13764,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13765,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13766,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13767,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13768,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13769,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13770,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13771,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13772,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13773,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13774,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13775,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13776,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13777,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13778,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13779,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13780,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13781,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13782,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13783,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13784,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13785,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13786,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13787,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13788,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13789,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13790,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13791,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13792,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13793,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13794,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13795,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13796,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13797,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13798,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13799,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13800,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13801,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13802,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13803,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13804,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13805,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13806,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13807,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13808,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13809,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13810,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13811,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13812,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13813,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13814,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13815,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13816,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13817,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13818,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13819,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13820,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13821,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13822,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13823,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13824,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13825,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13826,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13827,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13828,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13829,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13830,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13831,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13832,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13833,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13834,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13835,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13836,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13837,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13838,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13839,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13840,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13841,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13842,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13843,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13844,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13845,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13846,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13847,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13848,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13849,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13850,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13851,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13852,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13853,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13854,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13855,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13856,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13857,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13858,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13859,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13860,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13861,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13862,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13863,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13864,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13865,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13866,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13867,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13868,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13869,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13870,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13871,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13872,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13873,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13874,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13875,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13876,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13877,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13878,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13879,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13880,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13881,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13882,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13883,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13884,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13885,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13886,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13887,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13888,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13889,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13890,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13891,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13892,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13893,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13894,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13895,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13896,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13897,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13898,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13899,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13900,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13901,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13902,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13903,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13904,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13905,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13906,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13907,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13908,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13909,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13910,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13911,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13912,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13913,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13914,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13915,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13916,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13917,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13918,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13919,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13920,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13921,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13922,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13923,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13924,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13925,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13926,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13927,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13928,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13929,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13930,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13931,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13932,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13933,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13934,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13935,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13936,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13937,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13938,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13939,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13940,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13941,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13942,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13943,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13944,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13945,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13946,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13947,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13948,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13949,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13950,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13951,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13952,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13953,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13954,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13955,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13956,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13957,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13958,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13959,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13960,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13961,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13962,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13963,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13964,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13965,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13966,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13967,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13968,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13969,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13970,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13971,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13972,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13973,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13974,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13975,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13976,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13977,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13978,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13979,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13980,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13981,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13982,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13983,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13984,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13985,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13986,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13987,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13988,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13989,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13990,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13991,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13992,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13993,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13994,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13995,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13996,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13997,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13998,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13999,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
14000,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
